Character,Simulation,Avg_Steps,Total_Dead,Total_Cured,Total_Infected,Dead_1,Cured_1,Infected_1,Dead_2,Cured_2,Infected_2,Dead_3,Cured_3,Infected_3,Dead_4,Cured_4,Infected_4,Dead_5,Cured_5,Infected_5,Dead_6,Cured_6,Infected_6,Dead_7,Cured_7,Infected_7,Dead_8,Cured_8,Infected_8,Dead_9,Cured_9,Infected_9,Dead_10,Cured_10,Infected_10,Dead_11,Cured_11,Infected_11,Dead_12,Cured_12,Infected_12,Dead_13,Cured_13,Infected_13,Dead_14,Cured_14,Infected_14,Dead_15,Cured_15,Infected_15,Dead_16,Cured_16,Infected_16,Dead_17,Cured_17,Infected_17,Dead_18,Cured_18,Infected_18,Dead_19,Cured_19,Infected_19,Dead_20,Cured_20,Infected_20,Dead_21,Cured_21,Infected_21,Dead_22,Cured_22,Infected_22,Dead_23,Cured_23,Infected_23,Dead_24,Cured_24,Infected_24,Dead_25,Cured_25,Infected_25,Dead_26,Cured_26,Infected_26,Dead_27,Cured_27,Infected_27,Dead_28,Cured_28,Infected_28,Dead_29,Cured_29,Infected_29,Dead_30,Cured_30,Infected_30,Dead_31,Cured_31,Infected_31,Dead_32,Cured_32,Infected_32,Dead_33,Cured_33,Infected_33,Dead_34,Cured_34,Infected_34,Dead_35,Cured_35,Infected_35,Dead_36,Cured_36,Infected_36,Dead_37,Cured_37,Infected_37,Dead_38,Cured_38,Infected_38,Dead_39,Cured_39,Infected_39,Dead_40,Cured_40,Infected_40,Dead_41,Cured_41,Infected_41,Dead_42,Cured_42,Infected_42,Dead_43,Cured_43,Infected_43,Dead_44,Cured_44,Infected_44,Dead_45,Cured_45,Infected_45,Dead_46,Cured_46,Infected_46,Dead_47,Cured_47,Infected_47,Dead_48,Cured_48,Infected_48,Dead_49,Cured_49,Infected_49,Dead_50,Cured_50,Infected_50,Dead_51,Cured_51,Infected_51,Etichetta,Dead_52,Cured_52,Infected_52,Dead_53,Cured_53,Infected_53,Dead_54,Cured_54,Infected_54,Dead_55,Cured_55,Infected_55,Dead_56,Cured_56,Infected_56,Dead_57,Cured_57,Infected_57
Yezzan-zo-Qaggaz,2,33,57,633,881,0,0,1,0,0,3,0,0,35,0,1,127,0.0,2.0,309.0,0.0,13.0,448.0,2.0,48.0,512.0,9.0,117.0,487.0,15.0,210.0,429.0,26.0,315.0,330.0,33.0,387.0,259.0,37.0,450.0,195.0,45.0,515.0,122.0,50.0,549.0,84.0,53.0,577.0,56.0,53.0,595.0,38.0,54.0,604.0,28.0,54.0,614.0,20.0,55.0,618.0,16.0,55.0,622.0,13.0,55.0,623.0,12.0,56.0,629.0,5.0,57.0,631.0,2.0,57.0,632.0,1.0,57.0,632.0,1.0,57.0,632.0,1.0,57.0,632.0,1.0,57.0,632.0,1.0,57.0,632.0,1.0,57.0,632.0,1.0,57.0,632.0,1.0,57.0,632.0,1.0,57.0,632.0,1.0,57.0,633.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Ralf-Stonehouse,1,37,55,653,903,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,8.0,1.0,0.0,14.0,2.0,0.0,36.0,2.0,3.0,137.0,2.0,3.0,317.0,2.0,12.0,462.0,10.0,55.0,505.0,17.0,123.0,479.0,26.0,227.0,404.0,30.0,312.0,333.0,36.0,393.0,260.0,40.0,458.0,199.0,44.0,510.0,145.0,45.0,557.0,101.0,47.0,583.0,77.0,49.0,605.0,53.0,49.0,622.0,37.0,51.0,634.0,23.0,53.0,642.0,13.0,54.0,645.0,9.0,54.0,647.0,7.0,54.0,649.0,5.0,54.0,649.0,5.0,54.0,650.0,4.0,54.0,650.0,4.0,54.0,652.0,2.0,54.0,652.0,2.0,55.0,652.0,1.0,55.0,652.0,1.0,55.0,653.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Ralf-Stonehouse,2,28,60,629,886,0,0,1,0,0,2,0,0,2,0,0,4,0.0,1.0,8.0,0.0,2.0,29.0,1.0,2.0,87.0,1.0,3.0,228.0,3.0,9.0,390.0,7.0,31.0,482.0,11.0,85.0,493.0,23.0,159.0,440.0,32.0,257.0,365.0,42.0,357.0,274.0,44.0,410.0,225.0,49.0,475.0,157.0,53.0,522.0,109.0,58.0,554.0,74.0,58.0,576.0,53.0,59.0,587.0,42.0,59.0,595.0,34.0,60.0,607.0,22.0,60.0,619.0,10.0,60.0,620.0,9.0,60.0,624.0,5.0,60.0,626.0,3.0,60.0,627.0,2.0,60.0,628.0,1.0,60.0,629.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Old-Bill-Bone,1,33,30,677,928,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,52.0,0.0,2.0,126.0,0.0,4.0,248.0,2.0,20.0,401.0,4.0,63.0,469.0,5.0,117.0,490.0,9.0,201.0,444.0,15.0,285.0,374.0,19.0,391.0,276.0,25.0,474.0,198.0,25.0,528.0,150.0,28.0,564.0,114.0,28.0,603.0,76.0,28.0,633.0,46.0,29.0,649.0,29.0,29.0,656.0,22.0,30.0,659.0,18.0,30.0,663.0,14.0,30.0,671.0,6.0,30.0,674.0,3.0,30.0,674.0,3.0,30.0,675.0,2.0,30.0,676.0,1.0,30.0,677.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Old-Bill-Bone,2,32,35,665,892,0,0,1,0,0,2,0,0,9,0,0,24,0.0,0.0,86.0,0.0,5.0,233.0,0.0,9.0,419.0,2.0,30.0,505.0,4.0,96.0,505.0,8.0,186.0,452.0,14.0,282.0,366.0,21.0,372.0,287.0,26.0,444.0,219.0,31.0,503.0,161.0,32.0,549.0,116.0,32.0,575.0,92.0,32.0,594.0,73.0,34.0,620.0,45.0,34.0,631.0,34.0,34.0,639.0,26.0,34.0,644.0,21.0,34.0,649.0,16.0,34.0,650.0,15.0,34.0,657.0,9.0,34.0,661.0,5.0,35.0,662.0,3.0,35.0,662.0,3.0,35.0,663.0,2.0,35.0,663.0,2.0,35.0,663.0,2.0,35.0,664.0,1.0,35.0,664.0,1.0,35.0,665.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Olyvar-Frey,1,35,53,656,892,0,0,1,0,0,2,0,0,5,0,0,30,0.0,0.0,128.0,0.0,1.0,271.0,0.0,13.0,425.0,4.0,45.0,482.0,10.0,97.0,496.0,20.0,194.0,426.0,25.0,278.0,360.0,32.0,359.0,287.0,38.0,429.0,216.0,44.0,488.0,160.0,47.0,532.0,117.0,49.0,567.0,84.0,51.0,584.0,69.0,53.0,597.0,57.0,53.0,613.0,42.0,53.0,624.0,31.0,53.0,638.0,18.0,53.0,643.0,13.0,53.0,646.0,10.0,53.0,649.0,7.0,53.0,651.0,5.0,53.0,653.0,3.0,53.0,654.0,2.0,53.0,655.0,1.0,53.0,655.0,1.0,53.0,655.0,1.0,53.0,655.0,1.0,53.0,655.0,1.0,53.0,655.0,1.0,53.0,655.0,1.0,53.0,655.0,1.0,53.0,656.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Olyvar-Frey,2,27,46,658,886,0,0,1,0,0,2,0,0,17,0,0,108,1.0,0.0,277.0,1.0,5.0,423.0,2.0,38.0,502.0,7.0,108.0,489.0,13.0,201.0,436.0,20.0,303.0,349.0,21.0,375.0,290.0,25.0,439.0,229.0,33.0,503.0,162.0,35.0,546.0,119.0,38.0,567.0,96.0,41.0,591.0,69.0,42.0,610.0,50.0,42.0,619.0,42.0,43.0,628.0,32.0,44.0,639.0,21.0,45.0,644.0,15.0,46.0,648.0,10.0,46.0,650.0,8.0,46.0,653.0,5.0,46.0,653.0,5.0,46.0,655.0,3.0,46.0,657.0,1.0,46.0,658.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Oswell-Kettleblack,1,29,53,647,897,0,0,1,0,0,2,0,0,16,0,1,116,0.0,1.0,290.0,0.0,6.0,439.0,5.0,40.0,513.0,10.0,113.0,491.0,16.0,210.0,424.0,25.0,313.0,335.0,31.0,392.0,258.0,35.0,453.0,205.0,41.0,504.0,152.0,44.0,543.0,113.0,46.0,570.0,84.0,50.0,591.0,59.0,51.0,612.0,37.0,51.0,624.0,25.0,52.0,628.0,20.0,52.0,633.0,15.0,53.0,636.0,11.0,53.0,641.0,6.0,53.0,643.0,4.0,53.0,644.0,3.0,53.0,645.0,2.0,53.0,645.0,2.0,53.0,645.0,2.0,53.0,646.0,1.0,53.0,646.0,1.0,53.0,647.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Oswell-Kettleblack,2,27,59,628,855,0,0,1,0,0,2,0,0,12,0,0,77,0.0,2.0,214.0,0.0,5.0,375.0,4.0,21.0,486.0,11.0,85.0,490.0,19.0,171.0,427.0,27.0,255.0,359.0,34.0,345.0,279.0,38.0,403.0,230.0,43.0,460.0,171.0,47.0,507.0,127.0,53.0,540.0,90.0,56.0,559.0,68.0,56.0,578.0,51.0,56.0,597.0,34.0,57.0,609.0,21.0,58.0,612.0,17.0,59.0,619.0,9.0,59.0,623.0,5.0,59.0,623.0,5.0,59.0,627.0,1.0,59.0,627.0,1.0,59.0,627.0,1.0,59.0,627.0,1.0,59.0,628.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Palla,1,31,43,648,890,0,0,1,0,0,1,0,0,2,0,1,15,0.0,1.0,79.0,0.0,1.0,265.0,0.0,7.0,434.0,3.0,28.0,515.0,7.0,99.0,499.0,12.0,192.0,438.0,16.0,307.0,340.0,24.0,390.0,257.0,29.0,445.0,204.0,37.0,496.0,150.0,37.0,522.0,126.0,37.0,559.0,90.0,37.0,580.0,71.0,37.0,594.0,57.0,41.0,610.0,37.0,41.0,620.0,28.0,41.0,626.0,24.0,42.0,631.0,18.0,42.0,635.0,14.0,42.0,639.0,10.0,42.0,642.0,7.0,42.0,643.0,6.0,42.0,647.0,2.0,42.0,647.0,2.0,42.0,647.0,2.0,42.0,647.0,2.0,43.0,647.0,1.0,43.0,648.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Palla,2,29,52,670,911,0,0,1,0,0,1,0,0,2,0,0,9,0.0,0.0,42.0,0.0,1.0,162.0,0.0,5.0,318.0,0.0,12.0,460.0,4.0,55.0,513.0,13.0,122.0,501.0,18.0,233.0,421.0,24.0,329.0,339.0,33.0,413.0,257.0,40.0,470.0,201.0,42.0,521.0,152.0,44.0,566.0,106.0,48.0,598.0,72.0,49.0,612.0,57.0,51.0,629.0,39.0,51.0,641.0,29.0,51.0,648.0,23.0,51.0,654.0,17.0,51.0,657.0,14.0,51.0,660.0,11.0,51.0,664.0,7.0,52.0,665.0,5.0,52.0,667.0,3.0,52.0,667.0,3.0,52.0,668.0,2.0,52.0,670.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Quill,1,41,49,656,894,0,0,1,0,0,1,0,0,2,0,0,4,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,9.0,1.0,2.0,6.0,1.0,3.0,6.0,1.0,6.0,3.0,1.0,6.0,4.0,1.0,7.0,4.0,1.0,8.0,12.0,1.0,8.0,28.0,1.0,9.0,64.0,1.0,11.0,146.0,1.0,21.0,295.0,1.0,36.0,420.0,5.0,71.0,483.0,10.0,149.0,465.0,18.0,251.0,389.0,31.0,319.0,327.0,36.0,403.0,251.0,39.0,467.0,188.0,43.0,520.0,135.0,45.0,559.0,96.0,45.0,582.0,75.0,47.0,603.0,54.0,48.0,616.0,41.0,48.0,631.0,26.0,49.0,637.0,19.0,49.0,643.0,13.0,49.0,647.0,9.0,49.0,650.0,6.0,49.0,652.0,4.0,49.0,654.0,2.0,49.0,655.0,1.0,49.0,655.0,1.0,49.0,655.0,1.0,49.0,655.0,1.0,49.0,655.0,1.0,49.0,656.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Quill,2,4,0,2,2,0,0,1,0,0,2,0,0,2,0,1,1,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Rosey,1,38,33,662,907,0,0,1,0,0,1,0,0,2,0,1,2,0.0,1.0,2.0,0.0,1.0,5.0,0.0,1.0,8.0,0.0,1.0,25.0,0.0,2.0,83.0,0.0,4.0,203.0,1.0,13.0,364.0,2.0,37.0,460.0,4.0,92.0,486.0,7.0,167.0,448.0,10.0,263.0,376.0,17.0,364.0,284.0,24.0,429.0,229.0,26.0,475.0,186.0,26.0,522.0,142.0,28.0,571.0,94.0,29.0,600.0,66.0,30.0,623.0,42.0,30.0,636.0,29.0,31.0,643.0,21.0,32.0,647.0,16.0,32.0,650.0,13.0,32.0,653.0,10.0,32.0,656.0,7.0,32.0,657.0,6.0,32.0,657.0,6.0,32.0,658.0,5.0,32.0,659.0,4.0,32.0,659.0,4.0,32.0,660.0,3.0,32.0,662.0,1.0,32.0,662.0,1.0,32.0,662.0,1.0,32.0,662.0,1.0,33.0,662.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Rosey,2,3,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Pate-(whipping-boy),1,25,32,661,895,0,0,1,0,0,2,0,0,7,0,1,51,0.0,1.0,160.0,0.0,2.0,320.0,1.0,16.0,440.0,3.0,59.0,504.0,4.0,130.0,482.0,8.0,220.0,418.0,14.0,322.0,332.0,17.0,406.0,256.0,22.0,474.0,188.0,23.0,517.0,149.0,27.0,564.0,100.0,30.0,598.0,63.0,31.0,614.0,46.0,31.0,629.0,32.0,31.0,635.0,26.0,32.0,645.0,16.0,32.0,648.0,13.0,32.0,652.0,9.0,32.0,655.0,6.0,32.0,660.0,1.0,32.0,660.0,1.0,32.0,661.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Pate-(whipping-boy),2,3,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Sweets,1,34,46,666,907,0,0,1,0,0,1,0,0,2,0,1,2,0.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,4.0,0.0,3.0,35.0,0.0,4.0,131.0,0.0,5.0,331.0,2.0,12.0,476.0,5.0,37.0,543.0,8.0,119.0,513.0,19.0,216.0,436.0,26.0,320.0,348.0,32.0,406.0,264.0,35.0,467.0,203.0,39.0,525.0,145.0,41.0,566.0,104.0,44.0,599.0,68.0,44.0,615.0,53.0,45.0,623.0,44.0,45.0,640.0,27.0,45.0,644.0,23.0,46.0,651.0,15.0,46.0,660.0,6.0,46.0,663.0,3.0,46.0,664.0,2.0,46.0,665.0,1.0,46.0,665.0,1.0,46.0,665.0,1.0,46.0,665.0,1.0,46.0,665.0,1.0,46.0,665.0,1.0,46.0,666.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Sweets,2,26,49,650,891,0,0,1,0,0,1,0,0,1,0,0,2,0.0,0.0,32.0,0.0,1.0,125.0,0.0,2.0,290.0,0.0,9.0,432.0,3.0,41.0,502.0,8.0,115.0,488.0,15.0,192.0,441.0,23.0,305.0,339.0,30.0,394.0,256.0,35.0,458.0,196.0,37.0,508.0,152.0,40.0,546.0,112.0,41.0,579.0,78.0,44.0,603.0,52.0,45.0,610.0,44.0,45.0,622.0,32.0,46.0,633.0,20.0,47.0,639.0,13.0,47.0,644.0,8.0,48.0,647.0,4.0,48.0,649.0,2.0,48.0,649.0,2.0,49.0,650.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Perwyn-Frey,1,3,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Perwyn-Frey,2,33,50,647,892,0,0,1,0,0,2,0,0,19,0,0,93,0.0,1.0,286.0,0.0,8.0,436.0,3.0,33.0,511.0,9.0,115.0,478.0,18.0,209.0,414.0,28.0,301.0,338.0,37.0,391.0,253.0,38.0,452.0,200.0,42.0,509.0,141.0,44.0,551.0,99.0,48.0,582.0,65.0,48.0,597.0,51.0,49.0,612.0,35.0,49.0,619.0,29.0,49.0,627.0,21.0,49.0,630.0,18.0,49.0,635.0,13.0,49.0,638.0,10.0,49.0,641.0,7.0,50.0,643.0,4.0,50.0,645.0,2.0,50.0,645.0,2.0,50.0,645.0,2.0,50.0,645.0,2.0,50.0,645.0,2.0,50.0,646.0,1.0,50.0,646.0,1.0,50.0,646.0,1.0,50.0,646.0,1.0,50.0,647.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Petyr-Frey,1,38,36,669,881,0,0,1,0,0,1,0,0,1,0,0,2,0.0,0.0,6.0,0.0,0.0,45.0,0.0,0.0,167.0,0.0,0.0,322.0,1.0,9.0,476.0,3.0,50.0,527.0,8.0,112.0,510.0,13.0,220.0,425.0,19.0,325.0,330.0,22.0,409.0,260.0,23.0,477.0,194.0,24.0,526.0,148.0,27.0,571.0,102.0,29.0,595.0,80.0,32.0,625.0,48.0,34.0,633.0,38.0,34.0,642.0,29.0,34.0,645.0,26.0,36.0,652.0,17.0,36.0,658.0,11.0,36.0,660.0,9.0,36.0,662.0,7.0,36.0,663.0,6.0,36.0,663.0,6.0,36.0,665.0,4.0,36.0,668.0,1.0,36.0,668.0,1.0,36.0,668.0,1.0,36.0,668.0,1.0,36.0,668.0,1.0,36.0,668.0,1.0,36.0,668.0,1.0,36.0,668.0,1.0,36.0,668.0,1.0,36.0,669.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Petyr-Frey,2,26,43,677,903,0,0,1,0,0,2,0,0,6,0,0,28,0.0,1.0,129.0,0.0,3.0,316.0,0.0,8.0,446.0,4.0,36.0,512.0,5.0,124.0,484.0,12.0,218.0,427.0,17.0,311.0,353.0,24.0,401.0,275.0,30.0,469.0,206.0,32.0,516.0,164.0,35.0,568.0,114.0,35.0,598.0,84.0,37.0,619.0,64.0,38.0,643.0,39.0,39.0,652.0,29.0,41.0,659.0,20.0,42.0,664.0,14.0,42.0,668.0,10.0,42.0,670.0,8.0,43.0,674.0,3.0,43.0,674.0,3.0,43.0,674.0,3.0,43.0,677.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Puckens,1,33,54,637,887,0,0,1,0,0,1,0,0,3,0,0,9,0.0,0.0,49.0,0.0,0.0,179.0,0.0,3.0,358.0,2.0,20.0,481.0,6.0,63.0,506.0,14.0,128.0,483.0,25.0,230.0,392.0,33.0,335.0,292.0,38.0,407.0,226.0,42.0,467.0,172.0,45.0,511.0,128.0,48.0,542.0,96.0,51.0,568.0,69.0,53.0,588.0,48.0,53.0,597.0,39.0,54.0,606.0,30.0,54.0,615.0,22.0,54.0,622.0,15.0,54.0,625.0,12.0,54.0,630.0,7.0,54.0,632.0,5.0,54.0,634.0,3.0,54.0,635.0,2.0,54.0,636.0,1.0,54.0,636.0,1.0,54.0,636.0,1.0,54.0,636.0,1.0,54.0,636.0,1.0,54.0,636.0,1.0,54.0,637.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Puckens,2,27,40,677,914,0,0,1,0,0,1,0,0,1,0,0,2,0.0,1.0,6.0,0.0,1.0,55.0,0.0,2.0,205.0,0.0,4.0,382.0,3.0,17.0,493.0,7.0,68.0,517.0,13.0,164.0,465.0,22.0,252.0,402.0,27.0,352.0,309.0,32.0,435.0,237.0,33.0,505.0,172.0,36.0,547.0,130.0,37.0,585.0,95.0,38.0,604.0,75.0,38.0,629.0,50.0,39.0,643.0,35.0,39.0,654.0,24.0,40.0,662.0,15.0,40.0,666.0,11.0,40.0,671.0,6.0,40.0,673.0,4.0,40.0,674.0,3.0,40.0,676.0,1.0,40.0,677.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Shortear,1,3,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Shortear,2,28,38,645,878,0,0,1,0,0,2,0,0,3,0,0,11,0.0,0.0,80.0,0.0,0.0,266.0,0.0,6.0,423.0,1.0,33.0,507.0,3.0,100.0,495.0,4.0,216.0,413.0,11.0,323.0,318.0,21.0,400.0,243.0,25.0,462.0,184.0,30.0,503.0,140.0,32.0,537.0,110.0,32.0,574.0,75.0,33.0,588.0,60.0,34.0,604.0,44.0,36.0,610.0,36.0,36.0,621.0,25.0,36.0,628.0,19.0,37.0,633.0,13.0,38.0,635.0,10.0,38.0,639.0,6.0,38.0,642.0,3.0,38.0,643.0,2.0,38.0,643.0,2.0,38.0,644.0,1.0,38.0,645.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Ragwyle,1,30,55,667,918,0,0,1,0,0,1,0,0,2,0,1,3,0.0,1.0,5.0,0.0,1.0,36.0,1.0,2.0,121.0,1.0,2.0,289.0,1.0,18.0,424.0,2.0,53.0,511.0,4.0,128.0,498.0,11.0,213.0,440.0,20.0,328.0,337.0,24.0,405.0,272.0,33.0,468.0,207.0,38.0,513.0,161.0,42.0,552.0,121.0,48.0,584.0,86.0,49.0,611.0,60.0,52.0,629.0,40.0,54.0,640.0,28.0,54.0,651.0,17.0,54.0,659.0,9.0,54.0,661.0,7.0,54.0,664.0,4.0,54.0,667.0,1.0,54.0,667.0,1.0,54.0,667.0,1.0,54.0,667.0,1.0,54.0,667.0,1.0,55.0,667.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Ragwyle,2,36,49,649,873,0,0,1,0,0,1,0,0,1,0,1,1,0.0,1.0,2.0,0.0,1.0,7.0,0.0,1.0,17.0,0.0,3.0,59.0,0.0,5.0,197.0,0.0,9.0,376.0,0.0,24.0,487.0,7.0,80.0,501.0,19.0,164.0,463.0,24.0,267.0,373.0,27.0,351.0,299.0,35.0,428.0,223.0,38.0,489.0,164.0,40.0,530.0,122.0,44.0,571.0,79.0,45.0,600.0,51.0,47.0,614.0,36.0,47.0,623.0,28.0,48.0,635.0,15.0,49.0,637.0,12.0,49.0,643.0,6.0,49.0,645.0,4.0,49.0,646.0,3.0,49.0,647.0,2.0,49.0,647.0,2.0,49.0,648.0,1.0,49.0,648.0,1.0,49.0,648.0,1.0,49.0,648.0,1.0,49.0,648.0,1.0,49.0,648.0,1.0,49.0,648.0,1.0,49.0,649.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Quhuru-Mo,1,4,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
